SMILES,pka_value
O=C(O)Cc1ccc(F)cc1,3.829
O=C(O)Cc1ccc(F)cc1,3.676
O=C(O)COc1cccc(Cl)c1,3.04
O=C(O)COc1ccc(Cl)cc1,3.009
O=C(O)C(O)c1ccccc1Cl,3.31
O=C(O)C(O)c1ccc(Cl)cc1,3.15
O=C(O)COc1cccc(Br)c1,3.04
O=C(O)C(O)c1ccccc1Br,3.32
O=C(O)C(O)c1ccc(Br)cc1,3.15
O=C(O)C(O)c1ccc(I)cc1,3.14
O=C(O)C(O)c1ccccc1F,3.3
O=C(O)C(O)c1ccc(F)cc1,3.19
O=C(O)Cc1cccc([N+](=O)[O-])c1,3.97
O=C(O)Cc1ccc([N+](=O)[O-])cc1,3.924
O=C(O)Cc1ccc([N+](=O)[O-])cc1,3.89
O=C(O)Cc1ccc([N+](=O)[O-])cc1,3.74
O=C(O)Cc1ccc([N+](=O)[O-])cc1,3.58
O=C(O)Cc1ccc([N+](=O)[O-])cc1,3.437
COC(=O)c1ccnc(C(=O)O)c1,3.71
COC(=O)c1ccc(C(=O)O)nc1,3.62
COC(=O)c1cccc(C(=O)O)n1,2.65
O=C(O)COc1cccc([N+](=O)[O-])c1,2.91
O=C(O)COc1ccc([N+](=O)[O-])cc1,2.81
COc1cc([N+](=O)[O-])cc(C(=O)O)c1O,2.58
COc1cc(C(=O)O)cc([N+](=O)[O-])c1O,4.12
O=C(O)CSc1ccccc1,3.568
O=C(O)CSc1ccccc1,3.37
CC(=O)c1ccc(CC(=O)O)s1,3.76
O=C(O)CS(=O)c1ccccc1,2.732
O=C(O)CS(=O)(=O)c1ccccc1,2.513
Cc1ccc(C(=O)O)c(N)c1,5.07
Cc1ccc(N)c(C(=O)O)c1,5.13
COc1ccc(C(=O)O)c(N)c1,4.88
COc1ccc(N)c(C(=O)O)c1,5.57
CC(C)c1csc(C(=O)O)c1,3.66
N#CC1CCC(C(=O)O)CC1,4.48
O=C(O)C12CCC(Br)(CC1)C2,4.356
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,8.24
CCOC(=O)CSC(C)(C)C(=O)O,4.59
CCOC(=O)C(C)SC(C)C(=O)O,3.76
NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,7.88
CCCCCCSCC(=O)O,3.758
O=C(O)CSc1cccc(Cl)c1,3.6
O=C(O)CSc1ccc(Cl)cc1,3.53
O=C(O)CSc1cccc(Br)c1,3.53
O=C(O)CSc1ccc(Br)cc1,3.54
O=C(O)CSc1cccc(F)c1,3.513
O=C(O)CSc1ccc(F)cc1,3.584
O=C(O)CS(=O)c1cccc(Cl)c1,2.663
O=C(O)CS(=O)c1ccc(Cl)cc1,2.664
O=C(O)CS(=O)c1cccc(Br)c1,2.674
O=C(O)CS(=O)c1ccc(Br)cc1,2.657
O=C(O)CS(=O)c1cccc(F)c1,2.675
O=C(O)CS(=O)c1ccc(F)cc1,2.653
O=C(O)CSc1cccc([N+](=O)[O-])c1,3.4
O=C(O)CSc1ccc([N+](=O)[O-])cc1,3.375
O=C(O)CS(=O)(=O)c1cccc(Cl)c1,2.454
O=C(O)CS(=O)(=O)c1ccc(Cl)cc1,2.424
O=C(O)CS(=O)(=O)c1cccc(Br)c1,2.523
O=C(O)CS(=O)(=O)c1ccc(Br)cc1,2.519
O=C(O)CS(=O)(=O)c1cccc(F)c1,2.432
O=C(O)CS(=O)(=O)c1ccc(F)cc1,2.479
O=C(O)C[SH](=O)(O)c1cccc([N+](=O)[O-])c1,2.624
O=C(O)C[SH](=O)(O)c1ccc([N+](=O)[O-])cc1,2.586
O=C(O)CS(=O)(=O)c1cccc([N+](=O)[O-])c1,2.362
O=C(O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1,2.33
O=C(O)CCNC(=S)C(=S)NCCC(=O)O,3.76
F[B-](F)(F)F.N#[N+]c1ccc(CC(=O)O)cc1,3.24
O=C(O)C#Cc1ccccc1,2.23
O=C(O)c1cccc(C(=O)O)c1C(=O)O,2.84
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,2.64
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,2.42
O=C(O)c1cccc(O)c(=O)c1C(=O)O,3.24
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1O,1.86
O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,2.77
C1(=CC=CC=C1)\C=C/C(=O)O,3.93
C1(=CC=CC=C1)/C=C/C(=O)O,4.5
C1(=CC=CC=C1)/C=C/C(=O)O,4.42
CC(=O)c1ccccc1C(=O)O,4.126
CC(=O)c1ccccc1C(=O)O,4.12
CC(=O)c1cccc(C(=O)O)c1,3.827
CC(=O)c1ccc(C(=O)O)cc1,3.7
O=C(O)/C=C/c1ccc(O)cc1,4.64
O=C(O)Cc1ccccc(O)c1=O,4.52
CC(=O)Oc1ccccc1C(=O)O,3.38
CC(=O)Oc1ccc(C(=O)O)cc1,3.92
O=C(O)c1ccc2c(c1)OCCO2,4.35
O=C(O)C1=C(C(=O)O)C2C=CC1C2,1.32
Cc1cccc(=O)c(O)c1C(=O)O,2.48
Cc1cccc(O)c(=O)c1C(=O)O,3.15
O=C(O)C(C(=O)O)c1ccccc1,2.52
O=C(O)C(C(=O)O)c1ccccc1,3.02
O=C(O)C=Cc1ccc(O)c(O)c1,4.62
O=C(O)C=Cc1ccc(O)c(O)c1,4.49
O=C(O)COc1ccccc1C(=O)O,2.51
COc1ccc(C(=O)O)c(C(=O)O)c1,2.67
CCOC(=O)c1cc(=O)cc(C(=O)O)o1,1.28
Cc1ccc(CC(=O)O)cc1,4.361
Cc1ccc(CC(=O)O)cc1,4.147
Cc1ccc(CC(=O)O)cc1,3.965
Cc1ccc(CC(=O)O)cc1,3.808
Cc1cccc(C(=O)O)c1C,3.716
Cc1cccc(C(=O)O)c1C,3.8
Cc1ccc(C(=O)O)c(C)c1,4.219
Cc1ccc(C(=O)O)c(C)c1,4.3
Cc1ccc(C)c(C(=O)O)c1,4.001
Cc1ccc(C)c(C(=O)O)c1,4.04
Cc1cccc(C)c1C(=O)O,3.354
Cc1cccc(C)c1C(=O)O,3.26
Cc1ccc(C(=O)O)cc1C,4.5
Cc1cc(C)cc(C(=O)O)c1,4.298
Cc1cc(C)cc(C(=O)O)c1,4.39
CCCCC#CC#CC(=O)O,1.89
CC(C(=O)O)c1ccccc1,4.3
O=C(O)CCc1ccccc1,4.664
O=C(O)CCc1ccccc1,4.71
O=C(O)CCc1ccccc1,4.67
O=C(O)CCc1ccccc1,4.708
COc1ccc(CC(=O)O)cc1,4.356
COc1ccc(CC(=O)O)cc1,4.146
COc1ccc(CC(=O)O)cc1,3.967
COc1ccc(CC(=O)O)cc1,3.811
Cc1ccc(C)c(C(=O)O)c1O,3.23
O=C(O)CCc1ccccc1O,4.75
O=C(O)CCOc1ccccc1,4.32
COc1ccccc1C(O)C(=O)O,3.64
COc1ccc(C(O)C(=O)O)cc1,3.42
COc1cc(CC(=O)O)ccc1O,4.41
CCOc1ccc(C(=O)O)c(O)c1,3.2
COc1cccc(C(=O)O)c1OC,3.98
COc1ccc(C(=O)O)c(OC)c1,4.36
COc1cccc(OC)c1C(=O)O,3.44
COc1ccc(C(=O)O)cc1OC,4.36
COc1ccc(C(=O)O)cc1OC,4.43
COc1cc(OC)cc(C(=O)O)c1,3.97
O=C(O)C1=C(C(=O)O)C2CCC1C2,1.32
O=C(O)C1C2C=CC(C2)C1C(=O)O,3.97
COc1cc(C(=O)O)cc(OC)c1O,4.34
COc1cc(C(=O)O)cc(OC)c1O,4.34
O=C(O)C12CCC(C(=O)O)(CC1)C2,4.197
O=C(O)C1C2CCC(C2)C1C(=O)O,4.02
O=C(O)C12CCC(CC1)CC2,5.084
[C@@H]1([C@H](CCCCC1)C(=O)O)C(=O)O,3.87
[C@@H]1([C@@H](CCCCC1)C(=O)O)C(=O)O,4.3
COC(=O)[C@@H]1CC[C@H](CC1)C(=O)O,4.66
CCOC(=O)C(CC)(CC)C(=O)O,3.54
CCOC(=O)C(CC)(CC)C(=O)O,3.7
CCOC(=O)C(CC)(CC)C(=O)O,4.13
COC(=O)C(C)(C)C(C)(C)C(=O)O,4.98
COC(=O)C(C)(C)C(C)(C)C(=O)O,5.48
O=C(O)CCCCCCCC(=O)O,4.56
CCC(CC)(CC(=O)O)CC(=O)O,3.67
CC(C)C(C)(CC(=O)O)CC(=O)O,3.78
CCCCC(CC)(C(=O)O)C(=O)O,2.15
CC(C)C(C(=O)O)(C(=O)O)C(C)C,2.124
CC(C)C(C(=O)O)(C(=O)O)C(C)C,2.18
CCCC(CCC)(C(=O)O)C(=O)O,1.82
CCCC(CCC)(C(=O)O)C(=O)O,1.86
CCCC(CCC)(C(=O)O)C(=O)O,2.15
O=C(O)c1cnc2ccccc2n1,2.875
O=C(O)c1cnc2ccccc2n1,2.8
O=C(O)c1cnc2ccccc2n1,2.76
O=C(O)c1cccc2nccnc12,4.026
O=C(O)c1ccc2nccnc2c1,3.64
O=C(O)c1nc2ccccc2nc1O,2.58
O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,14.91
O=C(O)c1c[nH]c2ccccc12,3.87
O=C(O)c1cn(-c2ccccc2)nn1,2.88
O=C(O)C=C(Cl)c1ccccc1,3.55
O=C(O)C=C(Cl)c1ccccc1,3.57
BrC1=C(C=CC=C1)/C=C/C(=O)O,4.23
FC1=C(C=CC=C1)/C=C/C(=O)O,4.28
N#Cc1ccc(OCC(=O)O)cc1,2.87
O=C(O)c1cccc(C=C[N+](=O)[O-])c1,3.87
O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,3.94
O=C(O)CSc1ccccc1C(=O)O,2.93
O=C(O)CCc1ccc(Cl)cc1,4.66
O=C(O)CCc1ccccc1Br,4.58
O=C(O)CCc1ccccc1F,4.6
CC(=O)Nc1cccc(C(=O)O)c1,4.03
Cc1cc(Cl)ccc1OCC(=O)O,3.107
O=C(O)CNC(=O)c1ccccc1O,3.41
O=C(O)CCc1cccc([N+](=O)[O-])c1,4.53
O=C(O)CCc1ccc([N+](=O)[O-])cc1,4.54
Cc1cc([N+](=O)[O-])c(C)c(C(=O)O)c1O,2.78
O=C(O)CSCc1ccccc1,3.708
Cc1cccc(SCC(=O)O)c1,3.604
Cc1ccc(SCC(=O)O)cc1,3.689
CSc1cccc(SCC(=O)O)c1,3.468
COc1cccc(SCC(=O)O)c1,3.546
COc1ccc(SCC(=O)O)cc1,3.7
Cc1cccc(S(=O)CC(=O)O)c1,2.756
Cc1ccc(S(=O)CC(=O)O)cc1,2.74
COc1ccc(S(=O)CC(=O)O)cc1,2.754
Cc1cccc(S(=O)(=O)CC(=O)O)c1,2.567
Cc1ccc(S(=O)(=O)CC(=O)O)cc1,2.542
CS(=O)(=O)c1ccc(OCC(=O)O)cc1,2.85
COc1cccc(S(=O)(=O)CC(=O)O)c1,2.588
COc1ccc(S(=O)(=O)CC(=O)O)cc1,2.602
CN(C)c1ccccc1C(=O)O,8.51
N#CC12CCC(C(=O)O)(CC1)C2,4.227
N[C@@H](Cc1ccccc1)C(=O)O,9.02
C[S+](C)c1cccc(C(=O)O)c1,3.2
C[S+](C)c1ccc(C(=O)O)cc1,3.3
N[C@@H](Cc1ccc(O)cc1)C(=O)O,10.07
COP(=O)(OC)c1cccc(C(=O)O)c1,3.74
COP(=O)(OC)c1ccc(C(=O)O)cc1,3.61
O=C(O)C12CCC(Br)(CC1)CC2,4.619
O=C(O)CN1C(C(=O)O)CCCC1C(=O)O,2.71
O=C(O)CN1C(C(=O)O)CCCC1C(=O)O,2.71
CC(C)C(C#N)(C(=O)O)C(C)C,2.556
O=C(O)CCP(CCC(=O)O)CCC(=O)O,3.81
O=C(O)c1nc2ccccc2nc1Cl,1.83
O=C(O)c1cc2cc(Br)ccc2[nH]1,16.1
CC(=O)OC(CC(=O)O)C[N+](C)(C)C.[Cl-],3.6
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,1.87
O=C(O)C=C=Cc1ccccc1,3.7
O=C(O)CC#Cc1ccccc1,3.44
O=C(O)Cc1cccc(O)c(=O)c1C(=O)O,3.75
C=CCc1cccc(C(=O)O)c1,4.32
C=CCc1ccc(C(=O)O)cc1,4.34
O=C(O)c1ccc(C2CC2)cc1,4.44
C=C(C)c1ccc(C(=O)O)cc1,4.04
CC=Cc1cccc(C(=O)O)c1,4.25
CC=Cc1ccc(C(=O)O)cc1,4.49
C1(=CC=CC=C1)[C@H]1[C@@H](C1)C(=O)O,4.57
CC(=O)c1ccc(OCC(=O)O)cc1,2.81
COC(=O)C1=C(C(=O)O)C2C=CC1C2,3.02
O=C(O)C(Cc1ccccc1)C(=O)O,2.91
COc1cc(/C=C/C(=O)O)ccc1O,4.58
COc1cc(/C=C/C(=O)O)ccc1O,4.52
CCOc1ccc(C(=O)O)c(C(=O)O)c1,2.74
COc1ccc(C=O)c(C(=O)O)c1OC,3.06
COc1ccc(C=O)c(C(=O)O)c1OC,3.07
O=C(O)COC(C(=O)O)c1ccccc1,2.87
O=C(O)COc1ccccc1OCC(=O)O,2.4
CC(C)c1ccc(C(=O)O)cc1,4.36
Cc1ccc(C(=O)O)c(C)c1C,4.06
Cc1cc(C)c(C)c(C(=O)O)c1,4.01
Cc1ccc(C)c(C(=O)O)c1C,3.34
Cc1cc(C)c(C(=O)O)cc1C,4.38
Cc1cc(C)c(C(=O)O)c(C)c1,3.446
Cc1cc(C)c(C(=O)O)c(C)c1,3.55
Cc1cc(C(=O)O)cc(C)c1C,4.52
CC(CC(=O)O)c1ccccc1,4.4
Cc1ccc(CCC(=O)O)cc1,4.74
Cc1cc(C)cc(OCC(=O)O)c1,3.2
Cc1ccc(C)c(C(O)C(=O)O)c1,3.57
CCc1ccc(C(O)C(=O)O)cc1,3.55
CC(C)c1cccc(C(=O)O)c1O,2.76
COc1ccc(CCC(=O)O)cc1,4.71
COC(=O)C1=C(C(=O)O)C2CCC1C2,3.19
O=C(O)C1CC2C=CC1(C(=O)O)CC2,3.85
COc1cc(C(=O)O)cc(OC)c1OC,4.12
COc1cc(C(=O)O)cc(OC)c1OC,4.14
COc1cc(C(=O)O)cc(OC)c1OC,4.24
COC(=O)C12CCC(C(=O)O)(CC1)C2,4.494
O=C(O)C12CCC(C(=O)O)(CC1)CC2,4.468
O=C(O)C1C2CCC(CC2)C1C(=O)O,4.63
O=C(O)C1C2CCC(CC2)C1C(=O)O,3.89
[C@@H]1([C@H](CCCCCC1)C(=O)O)C(=O)O,3.99
[C@@H]1([C@@H](CCCCCC1)C(=O)O)C(=O)O,4.37
CCOC(=O)C(CC)(C(=O)O)C(C)C,3.8
CCOC(=O)C(CC)(C(=O)O)C(C)C,4.34
O=C(O)CCCCCCCCC(=O)O,4.4
O=C(O)CCCCCCCCC(=O)O,4.58
CC(C)(C)C(C)(CC(=O)O)CC(=O)O,3.61
CCC(CC)C(CC)(C(=O)O)C(=O)O,2.15
O=C(O)c1nc2ccccc2nc1C(=O)O,1.8
O=C(O)c1nc2ccccc2nc1C(=O)O,1.62
O=C(O)c1ccc2ccccc2n1,4.91
O=C(O)c1ccc2ccccc2n1,4.97
O=C(O)c1ccc2ccccc2n1,4.49
O=C(O)c1cccc2cccnc12,6.84
O=C(O)c1cccc2cccnc12,6.72
O=C(O)c1nnn(-c2ccccc2)c1C(=O)O,2.13
Cc1c(C(=O)O)nnn1-c1ccccc1,3.73
ClC=1C=C(C=CC1)[C@H]1[C@@H](C1)C(=O)O,4.51
ClC1=CC=C(C=C1)[C@H]1[C@@H](C1)C(=O)O,4.53
[N+](=O)([O-])C=1C=C(C=CC1)[C@H]1[C@@H](C1)C(=O)O,4.41
[N+](=O)([O-])C1=CC=C(C=C1)[C@H]1[C@@H](C1)C(=O)O,4.45
O=C(O)CSC(C(=O)O)c1ccccc1,2.98
O=C(O)C[As](CC(=O)O)c1ccccc1,3.61
O=C(O)CN(CC(=O)O)Cc1ccccn1,8.21
O=C(O)CN(CC(=O)O)Cc1ccccn1,8.22
N#CC12CCC(C(=O)O)(CC1)CC2,4.545
NCc1ccccc1CCC(=O)O,4.22
NCc1ccc(CCC(=O)O)cc1,4.28
C[Si](C)(C)c1cccc(C(=O)O)c1,4.089
C[Si](C)(C)c1cccc(C(=O)O)c1,4.24
C[Si](C)(C)c1ccc(C(=O)O)cc1,4.198
C[Si](C)(C)c1ccc(C(=O)O)cc1,4.27
CC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,7.11
O=C(O)CSC(SCC(=O)O)C(SCC(=O)O)SCC(=O)O,2.89
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,2.7
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,2.6
CN(C)C12CCC(C(=O)O)(CC1)C2,3.716
O=C(O)CN(CC(=O)O)C1CCCCC1,2.22
CCCCOP(=O)(CC(=O)O)OCCCC,3.58
O=C(O)CN(CC(=O)O)CC(=O)c1cccs1,7.46
O=C(O)c1ccc2cccccc1-2,5.5
O=C(O)c1cccc2ccccc12,3.597
O=C(O)c1cccc2ccccc12,3.64
O=C(O)c1cccc2ccccc12,3.73
O=C(O)c1cccc2ccccc12,4.27
O=C(O)c1ccc2ccccc2c1,4.141
O=C(O)c1ccc2ccccc2c1,4.21
O=C(O)c1ccc2ccccc2c1,4.68
O=C(O)c1cc(O)cc2ccccc12,3.69
O=C(O)c1cc2ccccc2cc1O,2.79
O=C(O)c1cc2ccccc2cc1O,2.71
O=C(O)c1cc(O)c2ccccc2c1,4.25
Cc1ccc(C2CC2C(=O)O)cc1,4.6
CCCC(=O)c1ccccc1C(=O)O,4.55
CCCC(=O)c1ccccc1C(=O)O,4.61
CCCC(=O)c1ccccc1C(=O)O,4.23
CCCC(=O)c1ccccc1C(=O)O,4.41
COc1ccc(C2CC2C(=O)O)cc1,4.62
O=C(O)CC(CC(=O)O)c1ccccc1,4.28
CCC(C(=O)O)(C(=O)O)c1ccccc1,1.9
COC1=C(C=CC=C1OC)/C=C/C(=O)O,4.37
COC1=C(C=CC(=C1)OC)/C=C/C(=O)O,4.8
COC=1C=C(C=CC1OC)/C=C/C(=O)O,4.53
COC=1C=C(C=C(C1)OC)/C=C/C(=O)O,4.36
CC(C)(C)c1cccc(C(=O)O)c1,4.204
CC(C)(C)c1ccc(C(=O)O)cc1,4.382
Cc1cc(C)c(C)c(C(=O)O)c1C,3.416
CC(CCC(=O)O)c1ccccc1,4.7
CC(C)c1ccc(C(O)C(=O)O)cc1,3.64
CC(C)C(CC(=O)O)(CC(=O)O)C(C)C,3.63
CCCC(CCC)(CC(=O)O)CC(=O)O,3.65
CCCCC(CCCC)(C(=O)O)C(=O)O,1.89
CCCCC(CCCC)(C(=O)O)C(=O)O,2.01
CCCCC(CCCC)(C(=O)O)C(=O)O,2.16
CCCCC(CCCC)(C(=O)O)C(=O)O,2.64
O=C(O)c1ccc(Cl)c2ccccc12,3.36
O=C(O)c1ccc(Br)c2ccccc12,3.37
O=C(O)c1ccc(F)c2ccccc12,3.7
O=C(O)c1cc([N+](=O)[O-])cc2ccccc12,2.83
O=C(O)c1ccc([N+](=O)[O-])c2ccccc12,2.8
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,9.28
CC1(CC(C(=O)O)c2ccccc2)N=N1,3.9
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,17.95
CC(SC(C(=O)O)c1ccccc1)C(=O)O,2.94
O=C(O)CSC(SCC(=O)O)c1ccccc1,3.09
O=C(O)CN(CC(=O)O)Cc1ccccc1[N+](=O)[O-],8.29
O=C(O)CN(CC(=O)O)Cc1ccc([N+](=O)[O-])cc1,7.65
O=C(O)CN(CC(=O)O)Cc1ccccc1,2.09
O=C(O)CN(CC(=O)O)Cc1ccccc1,2.32
O=C(O)CN(CC(=O)O)Cc1ccccc1,2.24
O=C(O)CN(CC(=O)O)Cc1ccccc1,2.3
CCOC(=O)CNc1cccc(C(=O)O)c1,4.3
CCOC(=O)CNc1ccc(C(=O)O)cc1,4.88
O=C(O)CC(NCc1ccccc1)C(=O)O,3.34
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,10.22
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,10
CCOP(=O)(OCC)c1cccc(C(=O)O)c1,3.73
CCOP(=O)(OCC)c1ccc(C(=O)O)cc1,3.63
CN(C)C12CCC(C(=O)O)(CC1)CC2,4.083
CCCCP(=O)(CCCC)C(C)(O)C(=O)O,2.94
CC(=O)NC(Cc1cc(I)c(O)c(I)c1)C(=O)O,7.12
CC(=O)NC(Cc1ccc(O)c(I)c1)C(=O)O,8.83
C[N+](C)(C)c1cccc(CC(=O)O)c1.[I-],3.66
C[N+](C)(C)c1ccc(CC(=O)O)cc1.[I-],3.75
CCCC(=O)OC(CC(=O)O)C[N+](C)(C)C.[Cl-],3.56
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,~0.8
O=C(O)c1cc(=O)cc(-c2ccccc2)o1,1.51
O=C(O)Cc1cccc2ccccc12,4.23
O=C(O)Cc1ccc2ccccc2c1,4.3
Cc1ccc2ccccc2c1C(=O)O,3.034
Cc1cc(C(=O)O)c2ccccc2c1,3.72
COc1ccc(C(=O)O)c2ccccc12,4.31
COc1cc2ccccc2cc1C(=O)O,3.8
CC(CC(=O)O)(CC(=O)O)c1ccccc1,4.12
CC(CCCC(=O)O)c1ccccc1,4.8
CCCCc1ccc(C(O)C(=O)O)cc1,3.58
CC(C)(C)C1CCC(C(=O)O)C(C(=O)O)C1,4.29
CC(C)(C)C(C(=O)O)C(C(=O)O)C(C)(C)C,2.2
CC(C)(C)C(C(=O)O)C(C(=O)O)C(C)(C)C,2.77
CCC(CC)(C(=O)O)C(CC)(CC)C(=O)O,3.39
CCC(CC)(C(=O)O)C(CC)(CC)C(=O)O,4.29
O=C(O)c1cc(=O)cc(-c2ccccc2)s1,2.59
O=C(O)C(=O)C=S1SCC=C1c1ccccc1,2.75
O=C(O)CN(CC(=O)O)c1cc(C(=O)O)c(O)cc1C(=O)O,1.61
C(C)(=O)NC1=CC=C(C=C1)[C@H]1[C@@H](C1)C(=O)O,4.57
O=C(O)CN(CC(=O)O)CC(=O)c1ccccc1,1.9
O=C(O)CN(CC(=O)O)CC(=O)c1ccccc1,1.85
Cc1cccc2[nH]cc(CC(N)C(=O)O)c12,16.9
COc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,16.7
O=C(O)CN(CCOc1ccccc1)CC(=O)O,8.49
CC(C)(C)c1ccc(SCC(=O)O)cc1,3.758
CC(C)(C)c1ccc(S(=O)CC(=O)O)cc1,2.773
CC(C)(C)c1ccc(S(=O)(=O)CC(=O)O)cc1,2.598
Cc1ncc(CO)c(C=N[C@H](C(=O)O)[C@@H](C)O)c1O,9.89
CC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)O,7.18
CC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)NCC(=O)O,6.86
NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)O,8.11
O=C(O)CN(CC(=O)O)CC(=O)Nc1ccc(Br)cc1,2.2
Cc1ncc(CO)c(C=NC(C(=O)O)C(C)OP(=O)(O)O)c1O,10.48
C[N+](C)(C)c1cccc(CCC(=O)O)c1.[I-],4.17
C[N+](C)(C)c1ccc(CCC(=O)O)cc1.[I-],4.22
Cc1cc2ccccc2c(C(=O)O)c1C,2.831
CCC(CC(=O)O)(CC(=O)O)c1ccccc1,3.89
COC(=O)C(C(C(=O)O)C(C)(C)C)C(C)(C)C,5.57
CCC(CC)(C(=O)O)C(CC)(CC)C(=O)OC,5.34
O=C(O)c1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,1.42
O=C(O)c1ccccc1Nc1ccccc1,3.86
O=C(O)c1ccccc1Nc1ccccc1,3.99
Nc1ccc(Oc2ccccc2)cc1C(=O)O,4.88
NC(=O)NCCCC(NC(=O)c1ccccc1)C(=O)O,3.49
NC(=O)NCCCC(NC(=O)c1ccccc1)C(=O)O,3.57
NC(=O)NCCCC(NC(=O)c1ccccc1)C(=O)O,3.57
NC(=O)NCCCC(NC(=O)c1ccccc1)C(=O)O,3.6
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,2.38
O=C(O)c1ccccc1C(=O)c1ccccc1,3.536
CCCC(CC(=O)O)(CC(=O)O)c1ccccc1,3.88
O=C(O)CP(=O)(c1ccccc1)c1ccccc1,3.62
O=C(O)CN(CC(=O)O)c1ccc(N(CC(=O)O)CC(=O)O)cc1,2.1
CC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)O,7.21
O=C(O)CN(CCCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,2.41
CCCC[P+](CCCC)(CCCC)CC(=O)O.[Cl-],2.34
Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,3.644
CCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C.[Cl-],3.6
CCCCCCCCCC[N+](C)(C)C(C)C(=O)O.[Br-],1.75
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,3.59
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,3.5
O=C(O)C(SC(C(=O)O)c1ccccc1)c1ccccc1,2.61
O=C(O)C1C(C(=O)O)C12c1ccccc1-c1ccccc12,2.98
O=C(O)C1C(C(=O)O)C12c1ccccc1-c1ccccc12,3.44
O=C(O)C1C(C(=O)O)C1(c1ccccc1)c1ccccc1,2.22
O=C(O)C1C(C(=O)O)C1(c1ccccc1)c1ccccc1,2.3
O=C(O)C1C(C(=O)O)C1(c1ccccc1)c1ccccc1,2.58
O=C(O)CC(CC(=O)O)(c1ccccc1)c1ccccc1,4.02
Cc1cccc2c1[C@H](C(=O)O)[C@@]13CC(=O)[C@@](C)(CC[C@H]21)C3,4.24
CCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C.[Cl-],3.65
COC(=O)C1C(C(=O)O)C1(c1ccccc1)c1ccccc1,5.17
CCCCCC=CCC=CCCCCCCCC(=O)O,4.77
O=C(O)CN(CCN(CC(=O)O)Cc1ccccn1)Cc1ccccn1,5.63
C1[C@H]([C@@H](CC2=CC=CC=C12)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,2.2
CC(=O)NCC(=O)NC(Cc1cn(Cc2ccccc2)cn1)C(=O)NCC(=O)O,6.37
O=C(O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Cl-],1.77
