SMILES,pka_value
Cc1nc[nH]c1C(=O)O,7.01
O=C(O)CN1CCOCC1,7.53
Cc1ncoc1C(=O)O,2.88
Cc1csc(C(=O)O)n1,3.18
O=C(O)C1CSCN1,6.08
CC1(C)SCNC1C(=O)O,5.98
C[C@H](N)C(=O)O,9.916
C[C@H](N)C(=O)O,9.77
C[C@H](N)C(=O)O,9.89
C[C@H](N)C(=O)N[C@@H](C)C(=O)O,8.14
C[C@H](N)C(=O)N[C@@H](C)C(=O)O,8.3
C[C@H](NC(=O)CN)C(=O)O,8.28
N[C@@H](Cc1cc[nH]n1)C(=O)O,8.95
N[C@@H](Cc1c[nH]nn1)C(=O)O,8.55
Nc1ccccc1C(=O)O,4.97
Nc1ccccc1C(=O)O,4.85
Nc1cc(Br)ccc1C(=O)O,4.37
Nc1ccc(Br)cc1C(=O)O,4.41
Nc1cc(Cl)ccc1C(=O)O,4.44
Nc1ccc(Cl)cc1C(=O)O,4.35
Nc1cc(F)ccc1C(=O)O,4.6
Nc1ccc(F)cc1C(=O)O,4.82
Nc1ccc(O)cc1C(=O)O,5.37
COc1ccc(C(=O)O)c(N)c1,4.88
COc1ccc(N)c(C(=O)O)c1,5.57
Cc1ccc(C(=O)O)c(N)c1,5.07
Cc1ccc(N)c(C(=O)O)c1,5.13
Nc1cc([N+](=O)[O-])ccc1C(=O)O,3.7
Nc1ccc(Oc2ccccc2)cc1C(=O)O,4.88
Nc1cccc(C(=O)O)c1,4.79
CCC(N)C(=O)O,9.852
CCC(N)C(=O)O,9.73
CC(N)CC(=O)O,10.19
NCCCC(=O)O,10.565
NC(Cc1c(F)c(F)c(F)c(F)c1F)C(=O)O,8.47
NCCC(=O)O,10.295
NCCC(=O)O,10.333
NCCC(=O)O,10.16
NC(=O)C[C@H](N)C(=O)O,8.72
COC(=O)C[C@H](N)C(=O)O,8.62
CSC[C@H](N)C(=O)O,8.73
CSC[C@H](N)C(=O)O,8.97
NCC[C@H](N)C(=O)O,10.25
NC[C@H](N)C(=O)O,9.34
CCSCCC(N)C(=O)O,9.02
NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,6.65
N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)O,4.34
NC(=O)CC[C@H](N)C(=O)O,9.01
CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)NCC(=O)O,6.9
C[C@H](NCc1ccccc1)C(=O)NCC(=O)O,7.05
O=C(O)CN(CCO)CCO,8.3327
O=C(O)CN(CCO)CCO,8.27
COCCN(CCOC)CC(=O)O,8.3
CN(CC(=O)O)C1CCCCC1,10.71
CCN(CC)CC(=O)O,10.51
CCN(CC)CC(=O)O,10.47
CN(C)CC(=O)O,9.88
CN(C)CC(=O)O,9.8
NCC(=O)NCC(=O)NCC(=O)O,7.96
NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,7.98
N[C@@H](Cc1cnc[nH]1)C(=O)NCC(=O)O,5.96
CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,7.18
