Smiles,pKa,predicted_pKa,canonical_smiles,MW,logP,TPSA,HBA,HBD,rotatable_bonds,aromatic_rings,FractionCSP3,formal_charge,acid_type,acid_group_count,acid_center_aromatic_flag,local_heteroatom_count,local_halogen_count,nearest_heteroatom_distance,local_conjugation,local_formal_charge,error
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,1.87,2.39,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,254.15,0.4794,149.2,4,4,4,1,0.0,0,0,4,0,4,0,8,4,0,
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1O,1.86,2.32,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1O,226.14,0.4868,132.13,4,4,3,1,0.0,0,0,3,0,3,0,6,3,0,
O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,2.77,2.05,O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,226.14,0.4868,132.13,4,4,3,1,0.0,0,0,3,0,3,0,6,3,0,
O=C(O)c1cc(Cl)ccc1Cl,2.466,2.89,O=C(O)c1cc(Cl)ccc1Cl,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc(Cl)ccc1O,2.695,3.36,O=C(O)c1cc(Cl)ccc1O,172.567,1.7438,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc(I)cc(I)c1O,2.299,2.57,O=C(O)c1cc(I)cc(I)c1O,389.914,2.2996,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc(I)ccc1O,2.6595000000000004,3.49,O=C(O)c1cc(I)ccc1O,264.018,1.695,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,2.38,0.55,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,322.298,2.7525,136.62,6,3,4,2,0.0,0,1,2,0,4,0,3,2,0,
O=C(O)c1cc(O)c(O)c(O)c1,4.27,4.29,O=C(O)c1cc(O)c(O)c(O)c1,170.12,0.5016,97.99,4,4,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc(O)c2ccccc2c1,4.25,4.21,O=C(O)c1cc(O)c2ccccc2c1,188.182,2.2436,57.53,2,2,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc(O)cc(O)c1,4.039,4.35,O=C(O)c1cc(O)cc(O)c1,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc(O)cc2ccccc12,3.69,3.88,O=C(O)c1cc(O)cc2ccccc12,188.182,2.2436,57.53,2,2,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc(O)ccc1O,2.9655,2.71,O=C(O)c1cc(O)ccc1O,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.7,1.39,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,228.116,0.9068,143.81,6,2,3,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc([N+](=O)[O-])cc2ccccc12,2.83,3.37,O=C(O)c1cc([N+](=O)[O-])cc2ccccc12,217.18,2.4462,80.44,3,1,2,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc([N+](=O)[O-])ccc1O,2.18,2.36,O=C(O)c1cc([N+](=O)[O-])ccc1O,183.119,0.9986,100.67,4,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc2ccccc2cc1O,2.75,2.94,O=C(O)c1cc2ccccc2cc1O,188.182,2.2436,57.53,2,2,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(Br)c2ccccc12,3.37,3.77,O=C(O)c1ccc(Br)c2ccccc12,251.079,3.3005,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(Br)cc1,3.963,3.93,O=C(O)c1ccc(Br)cc1,201.019,2.1473,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(Br)cc1C(=O)O,2.5,3.21,O=C(O)c1ccc(Br)cc1C(=O)O,245.028,1.8455,74.6,2,2,2,1,0.0,0,0,2,0,2,0,4,2,0,
O=C(O)c1ccc(Br)cc1O,2.669,3.36,O=C(O)c1ccc(Br)cc1O,217.018,1.8529,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,2.53,3.0,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,210.141,0.7812,111.9,3,3,3,1,0.0,0,0,3,0,3,0,6,3,0,
O=C(O)c1ccc(C2CC2)cc1,4.44,4.35,O=C(O)c1ccc(C2CC2)cc1,162.188,2.2622,37.3,1,1,2,1,0.3,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,3.94,4.09,O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,193.158,1.6322,80.44,3,1,3,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(Cl)c(Cl)c1,3.64,3.73,O=C(O)c1ccc(Cl)c(Cl)c1,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(Cl)c2ccccc12,3.36,3.76,O=C(O)c1ccc(Cl)c2ccccc12,206.628,3.1914,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(Cl)cc1,3.988,3.93,O=C(O)c1ccc(Cl)cc1,156.568,2.0382,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(Cl)cc1Cl,2.73,3.03,O=C(O)c1ccc(Cl)cc1Cl,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(F)c2ccccc12,3.7,3.78,O=C(O)c1ccc(F)c2ccccc12,190.173,2.6771,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(F)cc1,3.907428571428572,4.06,O=C(O)c1ccc(F)cc1,140.113,1.5239,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(I)cc1,3.9635,3.98,O=C(O)c1ccc(I)cc1,248.019,1.9894,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(I)cc1O,2.75,3.42,O=C(O)c1ccc(I)cc1O,264.018,1.695,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(O)c(O)c1,4.3755,4.42,O=C(O)c1ccc(O)c(O)c1,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(O)cc1,4.566666666666666,4.61,O=C(O)c1ccc(O)cc1,138.122,1.0904,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc(O)cc1O,3.20875,2.95,O=C(O)c1ccc(O)cc1O,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc([N+](=O)[O-])c2ccccc12,2.8,3.6,O=C(O)c1ccc([N+](=O)[O-])c2ccccc12,217.18,2.4462,80.44,3,1,2,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc([N+](=O)[O-])cc1,3.2511666666666668,3.68,O=C(O)c1ccc([N+](=O)[O-])cc1,167.12,1.293,80.44,3,1,2,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc([N+](=O)[O-])cc1O,2.27,2.3,O=C(O)c1ccc([N+](=O)[O-])cc1O,183.119,0.9986,100.67,4,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc2c(c1)OCCO2,4.35,4.1,O=C(O)c1ccc2c(c1)OCCO2,180.159,1.156,55.76,3,1,1,1,0.222222,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc2c(c1)OCO2,4.5,4.2,O=C(O)c1ccc2c(c1)OCO2,166.132,1.1135,55.76,3,1,1,1,0.125,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc2ccccc2c1,4.343666666666667,3.97,O=C(O)c1ccc2ccccc2c1,172.183,2.538,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc2ncccc2c1,4.82,3.34,O=C(O)c1ccc2ncccc2c1,173.171,1.933,50.19,2,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccc2nccnc2c1,3.64,0.62,O=C(O)c1ccc2nccnc2c1,174.159,1.328,63.08,3,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc(Br)c1,3.813,3.84,O=C(O)c1cccc(Br)c1,201.019,2.1473,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc(Br)c1C(=O)O,2.27,3.13,O=C(O)c1cccc(Br)c1C(=O)O,245.028,1.8455,74.6,2,2,2,1,0.0,0,0,2,0,2,0,4,2,0,
O=C(O)c1cccc(C(=O)O)c1,3.7,3.75,O=C(O)c1cccc(C(=O)O)c1,166.132,1.083,74.6,2,2,2,1,0.0,0,0,2,0,2,0,4,2,0,
O=C(O)c1cccc(C(=O)O)c1C(=O)O,2.84,3.27,O=C(O)c1cccc(C(=O)O)c1C(=O)O,210.141,0.7812,111.9,3,3,3,1,0.0,0,0,3,0,3,0,6,3,0,
O=C(O)c1cccc(C=C[N+](=O)[O-])c1,3.87,4.05,O=C(O)c1cccc(C=C[N+](=O)[O-])c1,193.158,1.6322,80.44,3,1,3,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc(Cl)c1,3.8295,3.81,O=C(O)c1cccc(Cl)c1,156.568,2.0382,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc(F)c1,3.626714285714286,3.84,O=C(O)c1cccc(F)c1,140.113,1.5239,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc(I)c1O,2.52,2.56,O=C(O)c1cccc(I)c1O,264.018,1.695,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc(O)c1,4.19,4.35,O=C(O)c1cccc(O)c1,138.122,1.0904,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc(O)c1O,2.914,2.73,O=C(O)c1cccc(O)c1O,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc([N+](=O)[O-])c1,3.293333333333333,3.6,O=C(O)c1cccc([N+](=O)[O-])c1,167.12,1.293,80.44,3,1,2,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc([N+](=O)[O-])c1O,2.085,2.3,O=C(O)c1cccc([N+](=O)[O-])c1O,183.119,0.9986,100.67,4,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc2ccccc12,3.80925,3.92,O=C(O)c1cccc2ccccc12,172.183,2.538,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc2cccnc12,6.8,3.34,O=C(O)c1cccc2cccnc12,173.171,1.933,50.19,2,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cccc2nccnc12,4.026,0.52,O=C(O)c1cccc2nccnc12,174.159,1.328,63.08,3,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccccc1,4.093071428571428,3.98,O=C(O)c1ccccc1,122.123,1.3848,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccccc1C(=O)O,2.813333333333333,3.51,O=C(O)c1ccccc1C(=O)O,166.132,1.083,74.6,2,2,2,1,0.0,0,0,2,0,2,0,4,2,0,
O=C(O)c1ccccc1C(=O)c1ccccc1,3.536,3.64,O=C(O)c1ccccc1C(=O)c1ccccc1,226.231,2.6158,54.37,2,1,3,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccccc1Cl,3.063333333333333,3.16,O=C(O)c1ccccc1Cl,156.568,2.0382,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccccc1Nc1ccccc1,3.925,4.11,O=C(O)c1ccccc1Nc1ccccc1,213.236,3.1284,49.33,2,2,3,2,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccccc1O,2.9423076923076925,3.24,O=C(O)c1ccccc1O,138.122,1.0904,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccccc1P(O)O,1.32,3.83,O=C(O)c1ccccc1P(O)O,186.103,0.3066,77.76,3,3,2,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1ccccc1[N+](=O)[O-],2.1083333333333334,3.04,O=C(O)c1ccccc1[N+](=O)[O-],167.12,1.293,80.44,3,1,2,1,0.0,0,0,1,0,1,0,2,1,0,
O=Cc1ccc(C(=O)O)cc1,3.76,3.81,O=Cc1ccc(C(=O)O)cc1,150.133,1.1973,54.37,2,1,2,1,0.0,0,0,1,0,1,0,2,1,0,
O=Cc1cccc(C(=O)O)c1,3.84,3.83,O=Cc1cccc(C(=O)O)c1,150.133,1.1973,54.37,2,1,2,1,0.0,0,0,1,0,1,0,2,1,0,
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,2.38,0.55,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,322.298,2.7525,136.62,6,3,4,2,0.0,0,1,2,0,4,0,3,2,0,
