cas,smiles
70-49-5,O=C(O)CC(S)C(=O)O
454-29-5,O=C(O)C(N)CCS
7685-44-1,O=C(O)C(N)CC=C
567-61-3,O=C(O)C=1C(O)=CC=CC1C
4021-07-2,O=C(O)C1=NC=CC=C1C
2486-75-1,O=C(O)C1=CC=C(N)C=C1C
693-57-2,O=C(O)CCCCCCCCCCCN
17696-11-6,O=C(O)CCCCCCCBr
46022-05-3,O=C(O)C1CCCCC1C(=O)O
16498-81-0,O=C(O)C1=CC=CN=C1OC
374068-01-6,O=C(O)C1=CN=C(Cl)N=C1
2237-36-7,O=C(O)C1=CC=C(OC)C=C1O
403-20-3,O=C(O)C1=CC=C(OC)C(F)=C1
85740-98-3,O=C(O)C1=CC=C(Cl)C(OC)=C1
121602-93-5,O=C(O)C1=CC(F)=C(F)C(F)=C1
35905-85-2,O=C(O)C1=CC=CN=C1Br
5096-73-1,O=C(O)C1=NN=C(Cl)C=C1
16728-01-1,O=C(O)C1(C2=CC=C(OC)C=C2)CC1
610-02-6,O=C(O)C1=CC=C(O)C(O)=C1O
7326-19-4,O=C(O)C(O)CC=1C=CC=CC1
403-16-7,O=C(O)C1=CC=C(F)C(Cl)=C1
1074-59-5,O=C(O)CCC1=CN=CN1
486424-37-7,O=C(O)C1=NC(Br)=CN=C1N
42013-20-7,O=C(O)CNC(=O)C=1C=CC=CC1C
1136-45-4,O=C(O)C=1C(=NOC1C)C=2C=CC=CC2
1189513-51-6,O=C(O)C1=NC=C(Br)C=C1Cl
1878-65-5,O=C(O)CC=1C=CC=C(Cl)C1
1878-91-7,O=C(O)COC1=CC=C(Br)C=C1
52950-18-2,O=C(O)C(O)C=1C=CC=CC1Cl
1012-05-1,O=C(O)C(N)CCC=1C=CC=CC1
610-37-7,O=C(O)C1=CC(O)=CC=C1N(=O)=O
773100-29-1,O=C(O)C1(C2=CC=C(F)C=C2)CC1
28697-17-8,O=C(OC(C)(C)C)N1CCCCC1C(=O)O
84348-37-8,O=C(OC(C)(C)C)N1CC(=O)CC1C(=O)O
10242-01-0,O=C(O)C1=CNC=2C=CC(OC)=CC21
330-12-1,O=C(O)C1=CC=C(OC(F)(F)F)C=C1
99-60-5,O=C(O)C1=CC=C(C=C1Cl)N(=O)=O
486-73-7,O=C(O)C1=NC=CC=2C=CC=CC21
16650-55-8,O=C(O)C1=CC=C(Br)C=2C=CC=CC12
161233-97-2,N#CC1=NC=CC(=C1)C(=O)O
33125-05-2,O=C(OC(C)(C)C)NC(C(=O)O)C=1C=CC=CC1
556-03-6,O=C(O)C(N)CC1=CC=C(O)C=C1
3724-19-4,O=C(O)CCC=1C=NC=CC1
1979-29-9,O=C(O)C=1C=CC=CC1OC(F)(F)F
103733-65-9,O=C(O)C1NCC=2C=CC=CC2C1
29051-44-3,O=C(O)C1=CN=C(C=C1)C=2C=CC=CC2
53473-36-2,O=C(O)CCC1=CC=C(C=C1)C(F)(F)F
17768-36-4,O=C(O)CC12CC3CC(CC(O)(C3)C1)C2
99469-99-5,O=C(OCC)C1=CC=C(C=C1OCC)CC(=O)O
14389-86-7,O=C(O)C=1C=CC=CC1OCC=2C=CC=CC2
70060-13-8,O=C(O)C=1SC=2C=CC(F)=CC2C1
58438-03-2,O=C(O)C(N)CC=1C=CC=2C=CC=CC2C1
4376-20-9,O=C(O)C=1C=CC=CC1C(=O)OCC(CC)CCCC
2519-61-1,O=C(O)CC1=CNC=2C=CC=C(Cl)C21
94497-51-5,O=C(O)C1=CC=C(C=C1)C(=O)NC2=CC=C3C(=C2)C(C)(C)CCC3(C)C
16652-64-5,O=C(O)C(N)CC1=CC=C(OCC=2C=CC=CC2)C=C1
74103-06-3,O=C(O)C1C2=CC=C(C(=O)C=3C=CC=CC3)N2CC1
83-49-8,O=C(O)CCC(C)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C
2212-75-1,O=C(OCC=1C=CC=CC1)NC(C(=O)O)CCCCN
1353016-70-2,O=C(O)CCC(=O)N1C=2C=CC=CC2C#CC=3C=CC=CC3C1
162558-25-0,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CNC(=O)OC(C)(C)C
125238-99-5,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCNC(=O)OC(C)(C)C
53164-05-9,O=C(O)COC(=O)CC=1C=2C=C(OC)C=CC2N(C(=O)C3=CC=C(Cl)C=C3)C1C
121343-82-6,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCC(=O)O
148928-15-8,O=C(O)C1CCN(C(=O)OCC2C=3C=CC=CC3C=4C=CC=CC42)CC1
7432-21-5,O=C(OCC=1C=CC=CC1)NC(C(=O)O)CC2=CNC=3C=CC=CC32
697761-98-1,O=C(O)C1=CN(C2=CC(OC)=C(C=C2C1=O)CC=3C=CC=C(Cl)C3F)C(CO)C(C)C
91000-69-0,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCCNC(=N)N
146982-27-6,O=C(OCC=C)NCCCCC(NC(=O)OCC1C=2C=CC=CC2C=3C=CC=CC31)C(=O)O
381-73-7,O=C(O)C(F)F
20485-43-2,O=C(O)C1=NC=CN1C
816-66-0,O=C(O)C(=O)CC(C)C
1575-74-2,O=C(O)C(C)CC=C
2516-99-6,O=C(O)CC(F)(F)F
19764-30-8,O=C(NC(C(=O)O)CC(C)C)C
381-98-6,O=C(O)C(=C)C(F)(F)F
6914-79-0,N#CC1(C(=O)O)CC1
13205-48-6,O=C(O)C1=CC=C(SC)C=C1
1927-25-9,O=C(O)C(N)CCO
24123-14-6,O=C(O)CNCCN
644-36-0,O=C(O)CC=1C=CC=CC1C
603-80-5,O=C(O)C=1C=CC=C(O)C1C
7697-27-0,O=C(O)C1=CC=C(C=C1Br)C
33184-16-6,O=C(O)C1=CC(F)=CC=C1C
61727-33-1,O=C(O)C1=NC(=NC=C1Cl)SC
617-65-2,O=C(O)CCC(N)C(=O)O
113100-53-1,O=C(O)C1=CN(N=C1C(F)(F)F)C
169870-82-0,O=C(OC(C)(C)C)NC(C(=O)O)C(C)(C)C
787-70-2,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O
15690-25-2,O=C(O)C=CC=1SC=CC1
17257-71-5,O=C(O)C(OC)(C=1C=CC=CC1)C(F)(F)F
526-95-4,O=C(O)C(O)C(O)C(O)C(O)CO
6232-88-8,O=C(O)C1=CC=C(C=C1)CBr
39161-84-7,O=C(O)CC1=CC=C(S)C=C1
7500-53-0,O=C(O)CC=1C=CC=CC1CC(=O)O
57266-69-0,O=C(O)C1=NC=CC=C1Cl
88912-26-9,O=C(O)C1=CC(Cl)=NC=C1Cl
1141-38-4,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O
1198-84-1,O=C(O)C(O)C1=CC=C(O)C=C1
65145-13-3,O=C(O)C1=CC=C(O)C=C1F
42860-10-6,O=C(O)C1=CC=C(Cl)C(Br)=C1
86522-89-6,O=C(O)C1=CC(F)=C(Cl)C=C1Cl
451-13-8,O=C(O)CC1=CC(O)=CC=C1O
19806-17-8,O=C(O)CC1=CC=CC(=C1)CC(=O)O
6940-50-7,O=C(O)C(O)C1=CC=C(Br)C=C1
663921-15-1,O=C(O)CCOCCOCCOCCOCCN
745784-04-7,O=C(O)C1=NC=C(F)C=C1F
19883-57-9,O=C(O)C(N)C1=CC=C(F)C=C1
29241-62-1,O=C(O)C1=CN=C(Cl)C(Br)=C1
30651-24-2,O=C(O)C1=NC=C(C=C1)N(=O)=O
2516-95-2,O=C(O)C1=CC(Cl)=CC=C1N(=O)=O
13509-19-8,O=C(O)C1=NC=CC(=C1)N(=O)=O
108466-89-3,O=C(OC(C)(C)C)NCCOCCOCC(=O)O
7636-26-2,O=C(O)C(N)CC1=CC=C(O)C(OC)=C1
27069-16-5,O=C(O)C1=NNC(=C1)C=2C=CC(OC)=CC2
61700-61-6,O=C(O)C=1C=CC=2NN=CC2C1
21640-48-2,O=C(O)CCC=1C=CC=C(Cl)C1
4865-84-3,O=C(O)CC1=NOC=2C=CC=CC21
124276-34-2,O=C(O)C1(C=2C=CC=C(Cl)C2)CC1
248588-33-2,O=C(O)C1(C=2C=CC=C(F)C2)CC1
72086-72-7,O=C(OC(C)(C)C)NC(C(=O)OC)CCC(=O)O
882847-13-4,O=C(OC(C)(C)C)NCCOCCOCCOCCOCCOCCOCCC(=O)O
949-99-5,O=C(O)C(N)CC1=CC=C(C=C1)N(=O)=O
585-50-2,O=C(O)CCC1=CC=CC(=C1)C(F)(F)F
621-44-3,O=C(O)C(N)CC1=CC=C(O)C(=C1)N(=O)=O
132-60-5,O=C(O)C1=CC(=NC=2C=CC=CC21)C=3C=CC=CC3
2566-22-5,O=C(O)C(NC(=O)C=1C=CC=CC1)CC=2C=CC=CC2
4727-31-5,O=C(O)C=1C=CC=CC1C(=O)NC=2C=CC(=CC2)C=3C=CC=CC3
2199-87-3,O=C(O)C1=CC=2C=C(Br)C=CC2OC1=O
30924-93-7,O=C(OC(C)(C)C)NC(C(=O)OCC=1C=CC=CC1)CCC(=O)O
30925-18-9,O=C(OC(C)(C)C)NC(C(=O)OCC=1C=CC=CC1)CC(=O)O
114360-54-2,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CC(C)C
775304-57-9,O=C(O)C1=CC=CC(=C1)C2=NOC(=N2)C=3C=CC=CC3F
905-99-7,O=C(O)C1(O)CC(O)C(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)C1
101555-62-8,O=C(O)C1N(C(=O)OCC2C=3C=CC=CC3C=4C=CC=CC42)CCC1
198561-07-8,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CC#C
260367-12-2,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NCCOCC(=O)O
475-31-0,O=C(O)CNC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
867062-95-1,O=C(O)CCOCCOCCOCCNC(=O)OCC1C=2C=CC=CC2C=3C=CC=CC31
144120-53-6,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)OCC=C)CC(=O)O
116649-85-5,O=C(O)CCN1C=2C=CC=CC2C3=C1CCC(NS(=O)(=O)C4=CC=C(F)C=C4)C3
2544-06-1,O=C(O)CCOC
3721-95-7,O=C(O)C1CCC1
110-99-6,O=C(O)COCC(=O)O
1917-15-3,O=C(O)C=1OC(=CC1)C
7686-77-3,O=C(O)C1CC=CC1
1124-13-6,O=C(O)C1CCC1C(=O)O
826-55-1,O=C(O)C(C=1C=CC=CC1)(C)C
636-44-2,O=C(O)C=1C=C(OC1C)C
2510-32-9,O=C(O)C=1OC=NC1C
17153-20-7,O=C(O)C1=CON=C1C
28026-96-2,O=C(O)C1=CC(O)=C(C(O)=C1)C
821-38-5,O=C(O)CCCCCCCCCCCCC(=O)O
99-04-7,O=C(O)C1=CC=CC(=C1)C
618-58-6,O=C(O)C=1C=C(Br)C=C(Br)C1
578-22-3,O=C(O)C1=CC(O)=CC=C1C
6342-60-5,O=C(O)C1=CC(=CC=C1Cl)C
23243-68-7,O=C(O)COCCOCC(=O)O
618-83-7,O=C(O)C1=CC(O)=CC(=C1)C(=O)O
940-64-7,O=C(O)COC1=CC=C(C=C1)C
98-78-2,O=C(O)C1CC(=O)CC1
53600-33-2,O=C(O)C=1C(OC)=CC=CC1N
13506-76-8,O=C(O)C=1C(=CC=CC1C)N(=O)=O
38861-88-0,O=C(O)C1=CC=C(C=C1)CC(C)C
137654-20-7,O=C(O)C=1C=CC=C(OC)C1F
4771-80-6,O=C(O)C1CC=CCC1
19771-63-2,O=C1SCC(N1)C(=O)O
843666-27-3,O=C(O)CCCCCCCCCCCCCCC(=O)OC(C)(C)C
50-79-3,O=C(O)C1=CC(Cl)=CC=C1Cl
50-45-3,O=C(O)C=1C=CC=C(Cl)C1Cl
105184-38-1,O=C(O)CC=1C=C(F)C=C(F)C1
6368-20-3,O=C(OC(C)(C)C)NC(C(=O)O)CO
1723-27-9,O=C(O)C=1SC=2C=CSC2C1
89-41-8,O=C(O)C1=CC=C(OC)C(=C1)N(=O)=O
570-22-9,O=C(O)C=1N=CNC1C(=O)O
2148-56-3,O=C(O)C=1C(Cl)=CC=CC1N
153556-42-4,O=C(O)C1=CC=C(Br)C(F)=C1
10177-29-4,O=C(O)C=1C=NC=CC1Cl
1829-32-9,O=C(O)C=1C=CC=C(Cl)C1O
40856-44-8,O=C(O)CC(N)C=1C=CC=CC1
20776-51-6,O=C(O)C=1C=CC=C(Br)C1N
67531-86-6,O=C(O)C=1C(F)=CC=CC1O
100047-36-7,O=C(O)C1=NC=CC(N)=C1
32462-30-9,O=C(O)C(N)C1=CC=C(O)C=C1
6299-87-2,O=C1N=CNC(=C1)C(=O)O
2047-49-6,O=C(O)C1=CN=CC(=C1)N(=O)=O
82795-51-5,O=C(O)C(N)CCC=1C=CC=CC1
154257-75-7,O=C(O)C1=CC=C(F)C(Cl)=C1F
87-32-1,O=C(O)C(NC(=O)C)CC1=CNC=2C=CC=CC21
13726-85-7,O=C(OC(C)(C)C)NC(C(=O)O)CCC(=O)N
164149-28-4,N#CC1=CC=C(C(=O)O)C(F)=C1
50573-74-5,O=C(O)C=1C(N)=CC=CC1N(=O)=O
394-01-4,O=C(O)C1=CC=C(F)C=C1N(=O)=O
385-02-4,O=C(O)C=1C(F)=CC=CC1N(=O)=O
101420-81-9,O=C(O)C1=CC=C(C(Br)=C1)N(=O)=O
306298-00-0,O=C(O)C1(C=2C=CC=CC2F)CC1
23979-41-1,O=C(O)C(C1=CC=C2C=C(OC)C=CC2=C1)C
88495-54-9,O=C(OC(C)(C)C)N1CCCC(C(=O)O)C1
189321-66-2,O=C(OC(C)(C)C)N1CCOC(C(=O)O)C1
87407-12-3,O=C(O)C1=NC=CC=C1C(F)(F)F
7292-71-9,O=C(O)C(N)C=1C=CC=C(Cl)C1
320-31-0,O=C(O)C1=CC=C(Br)C=C1C(F)(F)F
3054-01-1,O=C(O)C(N)CSCC=1C=CC=CC1
756525-91-4,O=C(OC(C)(C)C)NCCOCCOCCOCCOCCC(=O)O
156270-06-3,O=C(O)C1=CNC=2N=CC=CC21
39079-62-4,O=C(O)C1=COC=2C=CC=CC2C1=O
10406-06-1,O=C(O)C1=CNC=2C=CC(Br)=CC21
148332-36-9,O=C(O)C=1C=C(N=C(C1)C=2N=CC=CC2)C3=NC=CC=C3
2018-66-8,O=C(OCC=1C=CC=CC1)NC(C(=O)O)CC(C)C
374064-02-5,O=C(O)C1=NNC(=C1)C=2N=CC=CC2
330600-85-6,O=C(O)C1CC(NC(=N)N)C(C1O)C(NC(=O)C)C(CC)CC
159766-56-0,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCCCNC(=O)C
1145-80-8,O=C(O)C(NC(=O)OCC=1C=CC=CC1)CO
2566-19-0,O=C(OCC=1C=CC=CC1)NCC(=O)NCC(=O)O
5241-64-5,O=C(OC(C)(C)C)NC(C(=O)O)CC1=CNC=2C=CC=CC21
112883-40-6,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCSC
77128-72-4,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CC4=CC=C(OC)C=C4
165450-17-9,O=C(O)CC(NCCC(C)(C)C)C(=O)NC(C(=O)OC)CC=1C=CC=CC1
193693-64-0,O=C(O)C1CN(C(=O)OCC2C=3C=CC=CC3C=4C=CC=CC42)C1
119062-05-4,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CC(=O)O
132684-59-4,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCC=4C=CC=CC4
120410-24-4,O=C([O-])C1=C(SC2CN3C=NC=[N+]3C2)C(C)C4N1C(=O)C4C(O)C
71989-20-3,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCC(=O)N
91832-40-5,O=C(O)C1=C(C=C)CSC2N1C(=O)C2NC(=O)C(=NO)C=3N=C(SC3)N
360-65-6,O=C(O)CNC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
557756-85-1,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NCCOCCOCCOCCOCCC(=O)O
464-92-6,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC4(C)C3(C)CC1
3128-06-1,O=C(O)CCCC(=O)C
107-96-0,O=C(O)CCS
2345-51-9,O=C(O)CC#C
503-49-1,O=C(O)CC(O)(C)CC(=O)O
760-78-1,O=C(O)C(N)CCC
1123-25-7,O=C(O)C1(C)CCCCC1
2013-12-9,O=C(O)C(N)CCC
16042-25-4,O=C(O)C1=NC=CN1
5194-32-1,O=C(O)C1=CN=C(N=C1)C
2490-97-3,O=C(O)C(NC(=O)C)CCC(=O)N
83249-10-9,O=C(O)C12CC(C(=O)OC)(C1)C2
32846-66-5,O=C(O)C12C3C4C2C5C1C3C45C(=O)O
1125-29-7,O=C(O)C=1C(=NN(C1C)C)C
118994-90-4,O=C(O)C=1OC=NC1
16310-13-7,O=C(O)C1SCCN1
4389-50-8,O=C(O)C=1C(N)=CC=CC1C
3946-32-5,O=C(O)CCCCCCC(=O)OC
350-28-7,O=C(O)C1=CC=C(C(F)=C1)C
7697-23-6,O=C(O)C1=CC=C(C=C1F)C
7077-05-6,O=C(O)C1CCC(CC1)C(C)C
315-31-1,O=C(O)C1=CC=CC(=C1F)C
4282-29-5,O=C(O)C1=CSC=C1C(=O)O
27493-61-4,O=C(O)C(NC(=O)C(N)C(C)C)C
40165-87-5,O=C(O)CC(O)CCCCCC
1883-13-2,O=C(O)CC(O)CCCCCCCCC
619-86-3,O=C(O)C1=CC=C(OCC)C=C1
1505-50-6,O=C(O)CCC1=CC=C(C=C1)C
3744-87-4,O=C(OC(C)(C)C)NC(C(=O)O)C
17773-30-7,O=C(O)CC(O)CCCCCCCCCCCCCCC
5267-07-2,O=C(O)CC=1C=NC=NC1
124-83-4,O=C(O)C1CCC(C(=O)O)(C)C1(C)C
2840-26-8,O=C(O)C1=CC=C(OC)C(N)=C1
117724-63-7,O=C(O)C=1SC(=NC1C(F)(F)F)C
6280-89-3,O=C(O)C1=CC(OC)=CC=C1Cl
4870-65-9,O=C(O)C(Br)C=1C=CC=CC1
53558-93-3,O=C(O)C1OC(=O)CC1
701-97-3,O=C(O)CCC1CCCCC1
6051-43-0,O=C(O)C1=CC=C(C=C1)C(=O)N
20445-31-2,O=C(O)C(OC)(C=1C=CC=CC1)C(F)(F)F
5438-19-7,O=C(O)C1=CC=C(OCCC)C=C1
45170-31-8,O=C(OC(C)(C)C)N(C)C(C(=O)O)C(C)C
99-34-3,O=C(O)C=1C=C(C=C(C1)N(=O)=O)N(=O)=O
5928-51-8,O=C(O)CCC=1SC=CC1
23688-89-3,O=C(O)C1=NC(Cl)=CN=C1
2597-56-0,O=C(O)C1=CC=C(C=C1OC)N(=O)=O
611-95-0,O=C(O)C1=CC=C(C=C1)C(=O)C=2C=CC=CC2
79598-53-1,[N-]=[N+]=NCCCCCC(=O)O
2398-81-4,O=C(O)C1=CC=CN(=O)=C1
10128-71-9,O=C(O)C=1C=CN=CC1O
93224-85-2,O=C(O)C=1C(Cl)=CC=CC1Br
27219-07-4,O=C(OC(C)(C)C)NCCCCC(=O)O
501-81-5,O=C(O)CC=1C=NC=CC1
7170-38-9,O=C(O)CCOC=1C=CC=CC1
609-85-8,O=C(O)C=1C=C(Br)C=C(Br)C1N
90600-20-7,O=C(OC(C)(C)C)NC(C(=O)O)CC=C
115951-16-1,O=C(OC(C)(C)C)NC1(C(=O)O)CCCCC1
345965-52-8,O=C(O)C1(C2=CC=C(Br)C=C2)CC1
618-84-8,O=C(O)C1=CC(N)=CC(=C1)N(=O)=O
1676-90-0,O=C(OC(C)(C)C)NC(C(=O)O)CC(=O)OC(C)(C)C
34582-32-6,O=C(OC(C)(C)C)NC(C(=O)OC(C)(C)C)CC(=O)O
189321-63-9,O=C(OC(C)(C)C)N1CCC(C(=O)O)(C)CC1
1878-84-8,O=C(O)COC1=CC=C(O)C=C1
1142-39-8,O=C(O)C1=CC=C(OCCCCCC)C=C1
26607-51-2,O=C(OCC=1C=CC=CC1)NC(C(=O)O)C
85-52-9,O=C(O)C=1C=CC=CC1C(=O)C=2C=CC=CC2
32857-62-8,O=C(O)CC1=CC=C(C=C1)C(F)(F)F
56674-87-4,O=C(O)C12CC3C(=O)C(CC(C3)C1)C2
1135-67-7,O=C(O)C1(C=2C=CC=CC2)CCCCC1
328-89-2,O=C(O)C1=CC=C(C=C1Br)C(F)(F)F
35700-40-4,O=C(O)C1=CC=CC2=C1OCC2
141179-72-8,O=C(O)C1=CC=C(F)C=C1C(F)(F)F
115754-21-7,O=C(O)C1=CC=C(C(F)=C1)C(F)(F)F
32890-94-1,O=C(O)C=1C(F)=CC=CC1C(F)(F)F
33421-39-5,O=C(O)C1=CC=CN=C1C=2C=CC=CC2
13726-84-6,O=C(OC(C)(C)C)NC(C(=O)O)CCC(=O)OC(C)(C)C
2976-75-2,O=C(O)COC1=CC=CC=2C=CC=CC12
46006-36-4,O=C(O)C1=CC=CC=2N=CNC21
68867-17-4,O=C(O)C=1C=CC=2SC=NC2C1
4315-07-5,O=C(O)CC1=CC=C(OC(F)(F)F)C=C1
10433-52-0,O=C(O)C(N)COCC=1C=CC=CC1
136818-50-3,O=C(O)C1=CC=2C=CC=NC2N1
6127-11-3,O=C(O)CC1=CC=C(Br)C=C1N(=O)=O
116153-81-2,O=C(O)C1=NNC(=C1)C=2OC=CC2
535-83-1,O=C([O-])C1=CC=C[N+](=C1)C
392-12-1,O=C(O)C(=O)CC1=CNC=2C=CC=CC21
3160-59-6,O=C(OCC=1C=CC=CC1)NC(C(=O)O)C(C)CC
139110-80-8,O=C(O)C=1OC(C(O)C(O)CO)C(NC(=O)C)C(C1)NC(=N)N
1197631-00-7,O=C(O)C1=NNC(=C1)C=2C=CC=CC2Cl
15307-86-5,O=C(O)CC=1C=CC=CC1NC=2C(Cl)=CC=CC2Cl
552-94-3,O=C(O)C=1C=CC=CC1OC(=O)C=2C=CC=CC2O
779-27-1,O=C(O)C1=CC=2C=CC(O)=CC2OC1=O
21947-98-8,O=C(OC(C)(C)C)NC(C(=O)O)CSC(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
34562-97-5,O=C(O)CCCNC(=O)C=1C=NC=CC1
4271-30-1,O=C(O)CCC(NC(=O)C1=CC=C(N)C=C1)C(=O)O
77128-73-5,O=C(O)C(N(C(=O)OCC1C=2C=CC=CC2C=3C=CC=CC31)C)CC=4C=CC=CC4
3479-47-8,O=C(OCC=1C=CC=CC1)NC(C(=O)O)CC(=O)OCC=2C=CC=CC2
23110-15-8,O=C(O)C=CC=CC=CC=CC(=O)OC1CCC2(OC2)C(C1OC)C3(OC3CC=C(C)C)C
32926-43-5,O=C(O)C(NC(=O)OC(C)(C)C)CC=1N=CN(C1)C(C=2C=CC=CC2)(C=3C=CC=CC3)C=4C=CC=CC4
104091-08-9,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCC(=O)OC(C)(C)C
100986-85-4,O=C(O)C1=CN2C3=C(OCC2C)C(=C(F)C=C3C1=O)N4CCN(C)CC4
122996-47-8,O=C(O)C1N(C(=O)OCC2C=3C=CC=CC3C=4C=CC=CC42)CC(OC(C)(C)C)C1
88574-06-5,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NCCCCCC(=O)O
906-33-2,O=C(O)C1(O)CC(O)C(O)C(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1
169243-86-1,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CC4=CC=C(F)C=C4
1061605-21-7,O=C(O)COC1=CC=CC=2C(=O)N(C(=O)C12)C3C(=O)NC(=O)CC3
1510-21-0,O=C(O)CCC(=O)OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCCC(C)C)C2(C)CC1
79-31-2,O=C(O)C(C)C
107-93-7,O=C(O)C=CC
79-11-8,O=C(O)CCl
471-47-6,O=C(O)C(=O)N
3025-95-4,O=C(O)CCNC(=O)C
28562-68-7,O=C(O)C1(C)COC1
52-66-4,O=C(O)C(N)C(S)(C)C
2623-87-2,O=C(O)CCCBr
616-06-8,O=C(O)C(N)CCCC
99-15-0,O=C(NC(C(=O)O)CC(C)C)C
586-42-5,O=C(O)C1=CC=CC(=C1)C(=O)C
107873-03-0,O=C(O)C1CC1(F)F
627-91-8,O=C(O)CCCCC(=O)OC
99-14-9,O=C(O)CC(C(=O)O)CC(=O)O
277756-46-4,O=C(O)C1(CC1)C(F)(F)F
6540-33-6,O=C(O)CC1CCC1
3966-32-3,O=C(O)C(OC)C=1C=CC=CC1
52130-17-3,O=C(O)C=1C=CC=C(N)C1C
578-39-2,O=C(O)C1=CC=C(O)C=C1C
15068-35-6,O=C(O)C1=CC=CC(=C1Cl)C
505-95-3,O=C(O)CCCCCCCCCCCO
1679-53-4,O=C(O)CCCCCCCCCO
122-05-4,O=C(O)C1=NC=C(N=C1)C(=O)O
25462-85-5,O=C(O)C=1C=C(Cl)N=C(C1)C
2398-34-7,O=C(O)CC(O)CCCCCCCCCCCCC
26239-55-4,O=C(O)CN(CC(=O)O)CC(=O)N
394-42-3,O=C(O)C1=CC=C(OC)C=C1F
29082-91-5,O=C(O)C1=NC=CC(OC)=C1
28314-80-9,O=C(O)C=1C(F)=CC(F)=CC1F
830-09-1,O=C(O)C=CC1=CC=C(OC)C=C1
1421-49-4,O=C(O)C=1C=C(C(O)=C(C1)C(C)(C)C)C(C)(C)C
7170-36-7,O=C(O)C=1N=C(C=CC1)C(=O)OC
3937-96-0,O=C(O)CS(=O)(=O)C1=CC=C(C=C1)C
103-04-8,O=C(O)CSC=1C=CC=CC1
610-71-9,O=C(O)C1=CC(Br)=CC=C1Br
16534-12-6,O=C(O)C1=CC(O)=C(Br)C(O)=C1
16713-66-9,O=C(O)CC1(CC(=O)O)CCCC1
232275-51-3,O=C(O)C1=C(Cl)C=C(Br)C=C1Cl
1642-81-5,O=C(O)C1=CC=C(C=C1)CCl
94-74-6,O=C(O)COC1=CC=C(Cl)C=C1C
51146-56-6,O=C(O)C(C1=CC=C(C=C1)CC(C)C)C
1201-31-6,O=C(O)C1=CC(F)=C(F)C(F)=C1F
132715-69-6,O=C(O)C=1C=CC=C(F)C1Br
885588-12-5,O=C(O)C1=CC(Br)=NC=C1F
59433-50-0,O=C(OC(C)(C)C)N1CCCC1C(=O)O
3147-55-5,O=C(O)C=1C=C(Br)C=C(Br)C1O
658-93-5,O=C(O)CC1=CC=C(F)C(F)=C1
7292-73-1,O=C(O)C(N)C1=CC=C(F)C=C1
669066-91-5,O=C(O)C1=NC=C(Br)C=C1F
29679-58-1,O=C(O)C(C=1C=CC=C(OC=2C=CC=CC2)C1)C
145689-41-4,O=C(O)CC=1C=CC=C(F)C1F
23814-12-2,O=C(O)C=1C=CC=2N=NNC2C1
2243-42-7,O=C(O)C=1C=CC=CC1OC=2C=CC=CC2
1588-83-6,O=C(O)C1=CC=C(N)C(=C1)N(=O)=O
19163-24-7,O=C(O)C=1SC(=CC1)C=2C=CC=CC2
4837-20-1,O=C(O)C1=CC=C(OC(F)F)C=C1
1643-26-1,O=C(O)CCC=1C=CC=CC1F
16611-84-0,O=C(O)C=1C(O)=CC=CC1CCCCCCCCCCCCCCC
147266-92-0,O=C(OC(C)(C)C)N1CC(O)CC1C(=O)O
